starttime	seconds	ctime	dtime	ttime	wait
Wed Sep 08 17:37:43 2021	1631115463	0	662	662	661
Wed Sep 08 17:37:54 2021	1631115474	0	662	662	661
Wed Sep 08 17:37:38 2021	1631115458	6	656	662	655
Wed Sep 08 17:37:51 2021	1631115471	0	662	662	661
Wed Sep 08 17:37:51 2021	1631115471	0	662	662	253
Wed Sep 08 17:37:45 2021	1631115465	0	663	663	662
Wed Sep 08 17:37:56 2021	1631115476	0	663	663	663
Wed Sep 08 17:37:47 2021	1631115467	0	663	663	663
Wed Sep 08 17:37:42 2021	1631115462	0	665	665	664
Wed Sep 08 17:37:55 2021	1631115475	0	665	665	664
Wed Sep 08 17:37:38 2021	1631115458	4	662	666	661
Wed Sep 08 17:37:39 2021	1631115459	0	666	666	666
Wed Sep 08 17:37:39 2021	1631115459	0	667	668	667
Wed Sep 08 17:37:38 2021	1631115458	4	664	668	663
Wed Sep 08 17:37:47 2021	1631115467	0	668	668	667
Wed Sep 08 17:37:40 2021	1631115460	0	668	668	668
Wed Sep 08 17:37:53 2021	1631115473	0	668	668	667
Wed Sep 08 17:37:53 2021	1631115473	0	670	670	669
Wed Sep 08 17:37:42 2021	1631115462	0	672	672	413
Wed Sep 08 17:37:44 2021	1631115464	0	672	672	672
Wed Sep 08 17:37:52 2021	1631115472	0	674	674	674
Wed Sep 08 17:37:45 2021	1631115465	0	675	675	674
Wed Sep 08 17:37:45 2021	1631115465	0	675	675	674
Wed Sep 08 17:37:40 2021	1631115460	0	676	676	675
Wed Sep 08 17:37:45 2021	1631115465	0	677	677	676
Wed Sep 08 17:37:56 2021	1631115476	0	677	677	676
Wed Sep 08 17:37:51 2021	1631115471	0	677	677	677
Wed Sep 08 17:37:47 2021	1631115467	0	677	677	677
Wed Sep 08 17:37:40 2021	1631115460	0	678	678	677
Wed Sep 08 17:37:47 2021	1631115467	0	678	678	507
Wed Sep 08 17:37:45 2021	1631115465	0	679	679	678
Wed Sep 08 17:37:43 2021	1631115463	0	679	679	678
Wed Sep 08 17:37:50 2021	1631115470	0	679	679	679
Wed Sep 08 17:37:45 2021	1631115465	0	680	680	679
Wed Sep 08 17:37:53 2021	1631115473	0	680	680	680
Wed Sep 08 17:37:41 2021	1631115461	0	681	681	680
Wed Sep 08 17:37:46 2021	1631115466	0	681	681	681
Wed Sep 08 17:37:53 2021	1631115473	0	682	682	682
Wed Sep 08 17:37:53 2021	1631115473	0	682	682	682
Wed Sep 08 17:37:40 2021	1631115460	0	683	683	682
Wed Sep 08 17:37:43 2021	1631115463	0	683	683	682
Wed Sep 08 17:37:39 2021	1631115459	0	684	684	683
Wed Sep 08 17:37:47 2021	1631115467	0	685	685	684
Wed Sep 08 17:37:40 2021	1631115460	0	686	686	686
Wed Sep 08 17:37:48 2021	1631115468	0	686	686	685
Wed Sep 08 17:37:48 2021	1631115468	0	687	687	686
Wed Sep 08 17:37:44 2021	1631115464	0	688	688	688
Wed Sep 08 17:37:47 2021	1631115467	0	689	689	688
Wed Sep 08 17:37:47 2021	1631115467	0	691	692	691
Wed Sep 08 17:37:46 2021	1631115466	0	693	693	692
Wed Sep 08 17:37:40 2021	1631115460	0	693	693	692
Wed Sep 08 17:37:45 2021	1631115465	0	693	693	693
Wed Sep 08 17:37:39 2021	1631115459	0	693	694	693
Wed Sep 08 17:37:53 2021	1631115473	0	694	694	694
Wed Sep 08 17:37:45 2021	1631115465	0	696	697	696
Wed Sep 08 17:37:41 2021	1631115461	0	697	697	696
Wed Sep 08 17:37:45 2021	1631115465	0	697	697	696
Wed Sep 08 17:37:55 2021	1631115475	0	697	697	696
Wed Sep 08 17:37:39 2021	1631115459	0	698	699	698
Wed Sep 08 17:37:53 2021	1631115473	0	699	699	698
Wed Sep 08 17:37:39 2021	1631115459	0	700	700	700
Wed Sep 08 17:37:45 2021	1631115465	0	700	700	699
Wed Sep 08 17:37:45 2021	1631115465	0	700	700	700
Wed Sep 08 17:37:50 2021	1631115470	0	700	700	700
Wed Sep 08 17:37:51 2021	1631115471	0	701	701	700
Wed Sep 08 17:37:40 2021	1631115460	0	701	701	700
Wed Sep 08 17:37:51 2021	1631115471	0	701	701	701
Wed Sep 08 17:37:44 2021	1631115464	0	702	702	701
Wed Sep 08 17:37:51 2021	1631115471	0	703	704	702
Wed Sep 08 17:37:41 2021	1631115461	0	704	704	703
Wed Sep 08 17:37:51 2021	1631115471	0	704	705	704
Wed Sep 08 17:37:42 2021	1631115462	0	705	705	704
Wed Sep 08 17:37:49 2021	1631115469	0	706	706	705
Wed Sep 08 17:37:41 2021	1631115461	0	707	707	706
Wed Sep 08 17:37:46 2021	1631115466	0	707	707	706
Wed Sep 08 17:37:53 2021	1631115473	0	707	708	707
Wed Sep 08 17:37:52 2021	1631115472	0	708	708	708
Wed Sep 08 17:37:51 2021	1631115471	0	708	708	707
Wed Sep 08 17:37:43 2021	1631115463	0	709	709	709
Wed Sep 08 17:37:51 2021	1631115471	0	709	709	709
Wed Sep 08 17:37:53 2021	1631115473	0	710	710	709
Wed Sep 08 17:37:51 2021	1631115471	0	710	710	710
Wed Sep 08 17:37:43 2021	1631115463	0	710	710	710
Wed Sep 08 17:37:42 2021	1631115462	0	710	711	710
Wed Sep 08 17:37:51 2021	1631115471	0	712	712	711
Wed Sep 08 17:37:43 2021	1631115463	0	712	712	711
Wed Sep 08 17:37:51 2021	1631115471	0	713	713	712
Wed Sep 08 17:37:51 2021	1631115471	0	713	713	694
Wed Sep 08 17:37:50 2021	1631115470	0	713	713	712
Wed Sep 08 17:37:51 2021	1631115471	0	713	713	713
Wed Sep 08 17:37:42 2021	1631115462	0	714	714	713
Wed Sep 08 17:37:44 2021	1631115464	0	714	714	713
Wed Sep 08 17:37:47 2021	1631115467	0	714	714	688
Wed Sep 08 17:37:40 2021	1631115460	0	715	715	714
Wed Sep 08 17:37:41 2021	1631115461	0	716	716	714
Wed Sep 08 17:37:52 2021	1631115472	0	716	716	716
Wed Sep 08 17:37:46 2021	1631115466	0	716	716	716
Wed Sep 08 17:37:40 2021	1631115460	0	717	717	705
Wed Sep 08 17:37:42 2021	1631115462	0	717	717	716
Wed Sep 08 17:37:50 2021	1631115470	0	717	717	716
Wed Sep 08 17:37:47 2021	1631115467	0	717	717	716
Wed Sep 08 17:37:46 2021	1631115466	0	717	717	717
Wed Sep 08 17:37:47 2021	1631115467	0	717	717	717
Wed Sep 08 17:37:51 2021	1631115471	0	717	717	717
Wed Sep 08 17:37:44 2021	1631115464	0	718	718	717
Wed Sep 08 17:37:51 2021	1631115471	0	718	718	717
Wed Sep 08 17:37:52 2021	1631115472	0	719	719	719
Wed Sep 08 17:37:46 2021	1631115466	0	720	720	720
Wed Sep 08 17:37:40 2021	1631115460	0	720	721	720
Wed Sep 08 17:37:50 2021	1631115470	0	721	721	720
Wed Sep 08 17:37:53 2021	1631115473	0	722	722	721
Wed Sep 08 17:37:56 2021	1631115476	0	722	722	721
Wed Sep 08 17:37:38 2021	1631115458	3	719	722	718
Wed Sep 08 17:37:44 2021	1631115464	0	722	722	722
Wed Sep 08 17:37:40 2021	1631115460	0	723	723	615
Wed Sep 08 17:37:53 2021	1631115473	0	723	723	722
Wed Sep 08 17:37:40 2021	1631115460	0	723	723	723
Wed Sep 08 17:37:48 2021	1631115468	0	723	723	722
Wed Sep 08 17:37:47 2021	1631115467	0	724	724	723
Wed Sep 08 17:37:53 2021	1631115473	0	724	724	724
Wed Sep 08 17:37:39 2021	1631115459	0	725	725	724
Wed Sep 08 17:37:46 2021	1631115466	0	725	725	724
Wed Sep 08 17:37:42 2021	1631115462	4	721	725	721
Wed Sep 08 17:37:55 2021	1631115475	0	726	726	725
Wed Sep 08 17:37:46 2021	1631115466	0	727	727	726
Wed Sep 08 17:37:43 2021	1631115463	0	727	727	726
Wed Sep 08 17:37:40 2021	1631115460	0	729	729	729
Wed Sep 08 17:37:53 2021	1631115473	0	729	730	729
Wed Sep 08 17:37:44 2021	1631115464	0	730	730	729
Wed Sep 08 17:37:41 2021	1631115461	0	731	731	730
Wed Sep 08 17:37:40 2021	1631115460	0	731	731	730
Wed Sep 08 17:37:46 2021	1631115466	0	731	732	731
Wed Sep 08 17:37:53 2021	1631115473	0	732	732	731
Wed Sep 08 17:37:39 2021	1631115459	0	732	732	678
Wed Sep 08 17:37:51 2021	1631115471	0	733	733	731
Wed Sep 08 17:37:53 2021	1631115473	0	733	733	732
Wed Sep 08 17:37:42 2021	1631115462	0	734	734	710
Wed Sep 08 17:37:50 2021	1631115470	0	735	735	734
Wed Sep 08 17:37:40 2021	1631115460	0	735	735	734
Wed Sep 08 17:37:51 2021	1631115471	0	735	735	734
Wed Sep 08 17:37:53 2021	1631115473	0	737	737	736
Wed Sep 08 17:37:45 2021	1631115465	0	737	737	736
Wed Sep 08 17:37:51 2021	1631115471	0	739	739	739
Wed Sep 08 17:37:38 2021	1631115458	4	736	740	735
Wed Sep 08 17:37:50 2021	1631115470	0	740	740	740
Wed Sep 08 17:37:44 2021	1631115464	0	740	740	740
Wed Sep 08 17:37:55 2021	1631115475	0	743	743	742
Wed Sep 08 17:37:54 2021	1631115474	0	743	743	743
Wed Sep 08 17:37:53 2021	1631115473	0	744	744	665
Wed Sep 08 17:37:50 2021	1631115470	0	744	744	743
Wed Sep 08 17:37:46 2021	1631115466	0	744	744	727
Wed Sep 08 17:37:44 2021	1631115464	0	745	745	744
Wed Sep 08 17:37:44 2021	1631115464	0	746	746	745
Wed Sep 08 17:37:42 2021	1631115462	0	746	747	666
Wed Sep 08 17:37:40 2021	1631115460	0	747	747	746
Wed Sep 08 17:37:50 2021	1631115470	0	747	747	747
Wed Sep 08 17:37:46 2021	1631115466	1	748	749	748
Wed Sep 08 17:37:49 2021	1631115469	0	750	750	749
Wed Sep 08 17:37:44 2021	1631115464	0	750	750	749
Wed Sep 08 17:37:56 2021	1631115476	0	750	750	749
Wed Sep 08 17:37:54 2021	1631115474	0	750	751	750
Wed Sep 08 17:37:38 2021	1631115458	6	744	751	744
Wed Sep 08 17:37:42 2021	1631115462	0	751	751	733
Wed Sep 08 17:37:49 2021	1631115469	0	751	751	750
Wed Sep 08 17:37:51 2021	1631115471	0	751	751	750
Wed Sep 08 17:37:38 2021	1631115458	4	747	751	747
Wed Sep 08 17:37:53 2021	1631115473	0	752	752	751
Wed Sep 08 17:37:46 2021	1631115466	0	752	752	751
Wed Sep 08 17:37:49 2021	1631115469	0	752	752	752
Wed Sep 08 17:37:43 2021	1631115463	0	753	753	752
Wed Sep 08 17:37:50 2021	1631115470	0	753	753	752
Wed Sep 08 17:37:47 2021	1631115467	0	753	753	753
Wed Sep 08 17:37:39 2021	1631115459	0	753	753	753
Wed Sep 08 17:37:44 2021	1631115464	0	754	754	753
Wed Sep 08 17:37:48 2021	1631115468	0	754	754	720
Wed Sep 08 17:37:50 2021	1631115470	0	754	754	753
Wed Sep 08 17:37:42 2021	1631115462	0	754	754	754
Wed Sep 08 17:37:42 2021	1631115462	0	754	754	754
Wed Sep 08 17:37:50 2021	1631115470	0	754	754	754
Wed Sep 08 17:37:44 2021	1631115464	0	754	754	754
Wed Sep 08 17:37:52 2021	1631115472	0	755	755	754
Wed Sep 08 17:37:43 2021	1631115463	0	756	756	559
Wed Sep 08 17:37:51 2021	1631115471	0	756	756	756
Wed Sep 08 17:37:53 2021	1631115473	0	757	757	756
Wed Sep 08 17:37:41 2021	1631115461	0	757	757	757
Wed Sep 08 17:37:45 2021	1631115465	0	757	757	757
Wed Sep 08 17:37:39 2021	1631115459	0	757	758	691
Wed Sep 08 17:37:39 2021	1631115459	0	758	758	695
Wed Sep 08 17:37:52 2021	1631115472	0	758	758	757
Wed Sep 08 17:37:46 2021	1631115466	0	759	759	759
Wed Sep 08 17:37:50 2021	1631115470	0	759	760	759
Wed Sep 08 17:37:40 2021	1631115460	0	760	760	760
Wed Sep 08 17:37:51 2021	1631115471	0	760	760	737
Wed Sep 08 17:37:42 2021	1631115462	0	762	762	761
Wed Sep 08 17:37:52 2021	1631115472	0	762	762	751
Wed Sep 08 17:37:47 2021	1631115467	0	762	762	762
Wed Sep 08 17:37:53 2021	1631115473	0	762	762	762
Wed Sep 08 17:37:55 2021	1631115475	0	763	763	762
Wed Sep 08 17:37:54 2021	1631115474	0	763	763	762
Wed Sep 08 17:37:53 2021	1631115473	0	763	763	763
Wed Sep 08 17:37:50 2021	1631115470	0	763	763	763
Wed Sep 08 17:37:52 2021	1631115472	0	764	764	763
Wed Sep 08 17:37:38 2021	1631115458	0	764	764	763
Wed Sep 08 17:37:55 2021	1631115475	0	764	764	764
Wed Sep 08 17:37:47 2021	1631115467	0	765	765	764
Wed Sep 08 17:37:44 2021	1631115464	0	766	766	765
Wed Sep 08 17:37:41 2021	1631115461	0	766	767	766
Wed Sep 08 17:37:47 2021	1631115467	0	768	768	766
Wed Sep 08 17:37:50 2021	1631115470	0	768	768	715
Wed Sep 08 17:37:43 2021	1631115463	0	769	769	768
Wed Sep 08 17:37:52 2021	1631115472	0	769	769	769
Wed Sep 08 17:37:52 2021	1631115472	0	770	770	768
Wed Sep 08 17:37:47 2021	1631115467	0	770	770	769
Wed Sep 08 17:37:44 2021	1631115464	0	770	770	770
Wed Sep 08 17:37:41 2021	1631115461	0	770	770	770
Wed Sep 08 17:37:52 2021	1631115472	0	772	772	771
Wed Sep 08 17:37:50 2021	1631115470	0	772	772	772
Wed Sep 08 17:37:51 2021	1631115471	0	773	773	772
Wed Sep 08 17:37:43 2021	1631115463	0	773	773	773
Wed Sep 08 17:37:38 2021	1631115458	4	769	774	768
Wed Sep 08 17:37:53 2021	1631115473	0	774	774	773
Wed Sep 08 17:37:38 2021	1631115458	5	769	774	768
Wed Sep 08 17:37:39 2021	1631115459	0	774	774	773
Wed Sep 08 17:37:53 2021	1631115473	0	775	775	775
Wed Sep 08 17:37:50 2021	1631115470	0	776	776	775
Wed Sep 08 17:37:39 2021	1631115459	0	776	776	776
Wed Sep 08 17:37:39 2021	1631115459	0	777	777	776
Wed Sep 08 17:37:42 2021	1631115462	0	777	777	775
Wed Sep 08 17:37:43 2021	1631115463	0	777	777	777
Wed Sep 08 17:37:51 2021	1631115471	0	778	778	777
Wed Sep 08 17:37:47 2021	1631115467	0	779	779	778
Wed Sep 08 17:37:54 2021	1631115474	0	779	779	778
Wed Sep 08 17:37:53 2021	1631115473	0	779	779	778
Wed Sep 08 17:37:53 2021	1631115473	0	780	780	779
Wed Sep 08 17:37:47 2021	1631115467	0	781	781	780
Wed Sep 08 17:37:45 2021	1631115465	0	781	781	781
Wed Sep 08 17:37:47 2021	1631115467	0	781	781	781
Wed Sep 08 17:37:52 2021	1631115472	0	782	782	781
Wed Sep 08 17:37:52 2021	1631115472	0	782	782	782
Wed Sep 08 17:37:50 2021	1631115470	0	783	783	783
Wed Sep 08 17:37:45 2021	1631115465	0	784	784	783
Wed Sep 08 17:37:55 2021	1631115475	0	784	784	783
Wed Sep 08 17:37:55 2021	1631115475	0	784	784	771
Wed Sep 08 17:37:52 2021	1631115472	0	785	785	784
Wed Sep 08 17:37:52 2021	1631115472	0	785	785	784
Wed Sep 08 17:37:55 2021	1631115475	0	785	785	784
Wed Sep 08 17:37:43 2021	1631115463	0	786	786	785
Wed Sep 08 17:37:38 2021	1631115458	5	782	786	781
Wed Sep 08 17:37:48 2021	1631115468	0	787	787	786
Wed Sep 08 17:37:45 2021	1631115465	0	787	787	786
Wed Sep 08 17:37:44 2021	1631115464	0	787	787	786
Wed Sep 08 17:37:53 2021	1631115473	0	788	788	787
Wed Sep 08 17:37:56 2021	1631115476	0	788	788	788
Wed Sep 08 17:37:51 2021	1631115471	0	789	789	787
Wed Sep 08 17:37:45 2021	1631115465	0	789	789	788
Wed Sep 08 17:37:49 2021	1631115469	0	790	790	789
Wed Sep 08 17:37:52 2021	1631115472	0	790	790	789
Wed Sep 08 17:37:42 2021	1631115462	0	790	790	672
Wed Sep 08 17:37:47 2021	1631115467	0	790	790	790
Wed Sep 08 17:37:47 2021	1631115467	0	790	790	790
Wed Sep 08 17:37:39 2021	1631115459	6	785	791	785
Wed Sep 08 17:37:44 2021	1631115464	0	792	792	791
Wed Sep 08 17:37:47 2021	1631115467	0	792	792	791
Wed Sep 08 17:37:47 2021	1631115467	0	792	792	791
Wed Sep 08 17:37:52 2021	1631115472	0	792	792	541
Wed Sep 08 17:37:50 2021	1631115470	0	793	793	793
Wed Sep 08 17:37:45 2021	1631115465	0	793	793	793
Wed Sep 08 17:37:54 2021	1631115474	0	793	794	793
Wed Sep 08 17:37:53 2021	1631115473	0	795	795	758
Wed Sep 08 17:37:51 2021	1631115471	0	795	795	794
Wed Sep 08 17:37:41 2021	1631115461	0	795	795	770
Wed Sep 08 17:37:47 2021	1631115467	0	795	795	794
Wed Sep 08 17:37:38 2021	1631115458	3	792	795	791
Wed Sep 08 17:37:47 2021	1631115467	0	796	796	795
Wed Sep 08 17:37:49 2021	1631115469	0	797	797	797
Wed Sep 08 17:37:54 2021	1631115474	0	799	799	798
Wed Sep 08 17:37:56 2021	1631115476	0	799	799	798
Wed Sep 08 17:37:52 2021	1631115472	0	800	800	799
Wed Sep 08 17:37:42 2021	1631115462	0	800	800	799
Wed Sep 08 17:37:41 2021	1631115461	0	801	801	801
Wed Sep 08 17:37:42 2021	1631115462	0	803	803	738
Wed Sep 08 17:37:54 2021	1631115474	0	804	804	803
Wed Sep 08 17:37:54 2021	1631115474	0	804	804	803
Wed Sep 08 17:37:53 2021	1631115473	0	804	804	803
Wed Sep 08 17:37:48 2021	1631115468	0	805	805	805
Wed Sep 08 17:37:52 2021	1631115472	0	805	806	770
Wed Sep 08 17:37:50 2021	1631115470	0	806	806	805
Wed Sep 08 17:37:56 2021	1631115476	0	806	807	806
Wed Sep 08 17:37:44 2021	1631115464	0	807	807	805
Wed Sep 08 17:37:51 2021	1631115471	0	807	807	806
Wed Sep 08 17:37:55 2021	1631115475	0	807	807	806
Wed Sep 08 17:37:45 2021	1631115465	0	807	807	802
Wed Sep 08 17:37:43 2021	1631115463	0	808	809	669
Wed Sep 08 17:37:46 2021	1631115466	0	810	810	810
Wed Sep 08 17:37:40 2021	1631115460	0	810	810	810
Wed Sep 08 17:37:47 2021	1631115467	0	810	810	809
Wed Sep 08 17:37:44 2021	1631115464	0	811	811	810
Wed Sep 08 17:37:43 2021	1631115463	0	811	811	811
Wed Sep 08 17:37:38 2021	1631115458	0	811	811	811
Wed Sep 08 17:37:47 2021	1631115467	0	812	812	805
Wed Sep 08 17:37:39 2021	1631115459	0	812	812	811
Wed Sep 08 17:37:52 2021	1631115472	0	812	812	811
Wed Sep 08 17:37:53 2021	1631115473	0	812	812	699
Wed Sep 08 17:37:47 2021	1631115467	0	812	812	812
Wed Sep 08 17:37:48 2021	1631115468	0	812	812	812
Wed Sep 08 17:37:51 2021	1631115471	0	812	813	812
Wed Sep 08 17:37:52 2021	1631115472	0	813	813	812
Wed Sep 08 17:37:51 2021	1631115471	0	813	813	813
Wed Sep 08 17:37:42 2021	1631115462	1	813	814	812
Wed Sep 08 17:37:38 2021	1631115458	6	808	814	808
Wed Sep 08 17:37:38 2021	1631115458	6	808	814	807
Wed Sep 08 17:37:41 2021	1631115461	0	814	814	813
Wed Sep 08 17:37:40 2021	1631115460	0	814	814	814
Wed Sep 08 17:37:43 2021	1631115463	0	815	815	814
Wed Sep 08 17:37:54 2021	1631115474	0	815	815	814
Wed Sep 08 17:37:39 2021	1631115459	0	815	815	814
Wed Sep 08 17:37:38 2021	1631115458	0	816	816	815
Wed Sep 08 17:37:40 2021	1631115460	0	816	816	816
Wed Sep 08 17:37:54 2021	1631115474	0	816	816	816
Wed Sep 08 17:37:39 2021	1631115459	0	817	817	816
Wed Sep 08 17:37:42 2021	1631115462	0	817	817	816
Wed Sep 08 17:37:49 2021	1631115469	0	817	817	817
Wed Sep 08 17:37:51 2021	1631115471	0	818	818	817
Wed Sep 08 17:37:50 2021	1631115470	0	818	818	817
Wed Sep 08 17:37:54 2021	1631115474	0	819	819	444
Wed Sep 08 17:37:46 2021	1631115466	0	819	819	818
Wed Sep 08 17:37:53 2021	1631115473	0	820	820	710
Wed Sep 08 17:37:50 2021	1631115470	0	821	821	821
Wed Sep 08 17:37:44 2021	1631115464	0	822	823	822
Wed Sep 08 17:37:41 2021	1631115461	0	824	824	824
Wed Sep 08 17:37:45 2021	1631115465	0	824	824	823
Wed Sep 08 17:37:48 2021	1631115468	0	825	825	824
Wed Sep 08 17:37:52 2021	1631115472	0	825	825	825
Wed Sep 08 17:37:54 2021	1631115474	0	826	826	392
Wed Sep 08 17:37:47 2021	1631115467	0	826	827	825
Wed Sep 08 17:37:52 2021	1631115472	0	827	827	607
Wed Sep 08 17:37:44 2021	1631115464	0	828	828	827
Wed Sep 08 17:37:52 2021	1631115472	0	828	828	827
Wed Sep 08 17:37:51 2021	1631115471	0	828	828	828
Wed Sep 08 17:37:39 2021	1631115459	0	829	829	828
Wed Sep 08 17:37:41 2021	1631115461	0	829	830	825
Wed Sep 08 17:37:42 2021	1631115462	0	830	830	692
Wed Sep 08 17:37:52 2021	1631115472	0	831	831	830
Wed Sep 08 17:37:43 2021	1631115463	0	831	831	831
Wed Sep 08 17:37:46 2021	1631115466	0	832	832	831
Wed Sep 08 17:37:50 2021	1631115470	0	832	832	830
Wed Sep 08 17:37:43 2021	1631115463	0	832	832	831
Wed Sep 08 17:37:52 2021	1631115472	0	832	832	830
Wed Sep 08 17:37:51 2021	1631115471	0	832	832	831
Wed Sep 08 17:37:51 2021	1631115471	0	832	832	832
Wed Sep 08 17:37:39 2021	1631115459	0	833	833	833
Wed Sep 08 17:37:42 2021	1631115462	0	834	834	833
Wed Sep 08 17:37:47 2021	1631115467	0	836	836	836
Wed Sep 08 17:37:44 2021	1631115464	0	837	837	836
Wed Sep 08 17:37:47 2021	1631115467	0	837	837	836
Wed Sep 08 17:37:53 2021	1631115473	0	838	838	837
Wed Sep 08 17:37:48 2021	1631115468	0	838	838	837
Wed Sep 08 17:37:48 2021	1631115468	0	839	839	838
Wed Sep 08 17:37:48 2021	1631115468	0	839	839	838
Wed Sep 08 17:37:43 2021	1631115463	0	839	839	838
Wed Sep 08 17:37:52 2021	1631115472	0	841	841	840
Wed Sep 08 17:37:40 2021	1631115460	0	842	842	841
Wed Sep 08 17:37:48 2021	1631115468	0	843	843	842
Wed Sep 08 17:37:43 2021	1631115463	0	844	844	843
Wed Sep 08 17:37:53 2021	1631115473	0	844	844	843
Wed Sep 08 17:37:52 2021	1631115472	0	844	844	843
Wed Sep 08 17:37:50 2021	1631115470	0	844	845	844
Wed Sep 08 17:37:50 2021	1631115470	0	845	846	845
Wed Sep 08 17:37:39 2021	1631115459	0	846	846	845
Wed Sep 08 17:37:45 2021	1631115465	0	846	846	845
Wed Sep 08 17:37:55 2021	1631115475	0	848	848	847
Wed Sep 08 17:37:48 2021	1631115468	0	849	849	848
Wed Sep 08 17:37:48 2021	1631115468	0	849	849	849
Wed Sep 08 17:37:46 2021	1631115466	0	850	850	850
Wed Sep 08 17:37:47 2021	1631115467	0	851	851	850
Wed Sep 08 17:37:43 2021	1631115463	0	851	851	850
Wed Sep 08 17:37:51 2021	1631115471	0	851	851	850
Wed Sep 08 17:37:46 2021	1631115466	0	851	851	851
Wed Sep 08 17:37:45 2021	1631115465	0	853	853	853
Wed Sep 08 17:37:52 2021	1631115472	0	854	854	853
Wed Sep 08 17:37:48 2021	1631115468	0	854	854	853
Wed Sep 08 17:37:50 2021	1631115470	0	854	855	854
Wed Sep 08 17:37:47 2021	1631115467	0	855	855	854
Wed Sep 08 17:37:47 2021	1631115467	0	856	856	855
Wed Sep 08 17:37:50 2021	1631115470	0	856	856	855
Wed Sep 08 17:37:45 2021	1631115465	0	856	856	855
Wed Sep 08 17:37:47 2021	1631115467	0	856	856	855
Wed Sep 08 17:37:47 2021	1631115467	0	857	857	856
Wed Sep 08 17:37:49 2021	1631115469	0	857	857	856
Wed Sep 08 17:37:45 2021	1631115465	0	857	857	857
Wed Sep 08 17:37:48 2021	1631115468	0	857	857	856
Wed Sep 08 17:37:39 2021	1631115459	0	858	858	857
Wed Sep 08 17:37:38 2021	1631115458	5	854	858	853
Wed Sep 08 17:37:50 2021	1631115470	0	859	859	859
Wed Sep 08 17:37:42 2021	1631115462	0	861	861	768
Wed Sep 08 17:37:52 2021	1631115472	0	862	862	861
Wed Sep 08 17:37:53 2021	1631115473	0	862	862	861
Wed Sep 08 17:37:48 2021	1631115468	0	863	863	862
Wed Sep 08 17:37:49 2021	1631115469	0	863	863	862
Wed Sep 08 17:37:52 2021	1631115472	0	864	864	863
Wed Sep 08 17:37:48 2021	1631115468	0	864	864	509
Wed Sep 08 17:37:46 2021	1631115466	0	864	865	864
Wed Sep 08 17:37:53 2021	1631115473	0	865	865	864
Wed Sep 08 17:37:56 2021	1631115476	0	866	866	865
Wed Sep 08 17:37:49 2021	1631115469	0	866	866	865
Wed Sep 08 17:37:46 2021	1631115466	0	866	866	866
Wed Sep 08 17:37:41 2021	1631115461	0	867	867	866
Wed Sep 08 17:37:55 2021	1631115475	0	867	867	866
Wed Sep 08 17:37:52 2021	1631115472	0	867	867	867
Wed Sep 08 17:37:52 2021	1631115472	0	867	867	866
Wed Sep 08 17:37:40 2021	1631115460	0	867	868	867
Wed Sep 08 17:37:38 2021	1631115458	4	863	868	863
Wed Sep 08 17:37:48 2021	1631115468	0	868	868	867
Wed Sep 08 17:37:50 2021	1631115470	0	868	869	868
Wed Sep 08 17:37:48 2021	1631115468	0	869	869	868
Wed Sep 08 17:37:49 2021	1631115469	0	869	869	868
Wed Sep 08 17:37:51 2021	1631115471	0	870	870	870
Wed Sep 08 17:37:45 2021	1631115465	0	871	871	870
Wed Sep 08 17:37:40 2021	1631115460	0	871	871	870
Wed Sep 08 17:37:40 2021	1631115460	0	872	872	872
Wed Sep 08 17:37:40 2021	1631115460	0	873	873	872
Wed Sep 08 17:37:48 2021	1631115468	0	873	873	872
Wed Sep 08 17:37:46 2021	1631115466	0	873	873	872
Wed Sep 08 17:37:42 2021	1631115462	0	873	873	872
Wed Sep 08 17:37:40 2021	1631115460	0	874	874	874
Wed Sep 08 17:37:42 2021	1631115462	0	875	875	874
Wed Sep 08 17:37:53 2021	1631115473	0	875	876	832
Wed Sep 08 17:37:55 2021	1631115475	0	876	876	875
Wed Sep 08 17:37:44 2021	1631115464	0	876	876	876
Wed Sep 08 17:37:38 2021	1631115458	0	877	877	876
Wed Sep 08 17:37:39 2021	1631115459	0	877	877	876
Wed Sep 08 17:37:52 2021	1631115472	0	877	877	877
Wed Sep 08 17:37:44 2021	1631115464	0	880	881	879
Wed Sep 08 17:37:49 2021	1631115469	0	881	881	880
Wed Sep 08 17:37:44 2021	1631115464	0	882	882	881
Wed Sep 08 17:37:50 2021	1631115470	0	882	882	882
Wed Sep 08 17:37:53 2021	1631115473	0	883	883	876
Wed Sep 08 17:37:42 2021	1631115462	0	883	883	883
Wed Sep 08 17:37:44 2021	1631115464	0	884	884	883
Wed Sep 08 17:37:48 2021	1631115468	0	884	884	883
Wed Sep 08 17:37:52 2021	1631115472	0	884	884	883
Wed Sep 08 17:37:45 2021	1631115465	0	886	886	885
Wed Sep 08 17:37:38 2021	1631115458	5	883	887	882
Wed Sep 08 17:37:41 2021	1631115461	0	887	888	887
Wed Sep 08 17:37:52 2021	1631115472	0	888	888	887
Wed Sep 08 17:37:52 2021	1631115472	0	888	888	887
Wed Sep 08 17:37:40 2021	1631115460	0	888	888	887
Wed Sep 08 17:37:42 2021	1631115462	0	889	889	885
Wed Sep 08 17:37:55 2021	1631115475	0	889	889	889
Wed Sep 08 17:37:49 2021	1631115469	0	890	890	889
