starttime	seconds	ctime	dtime	ttime	wait
Wed Sep 08 17:37:50 2021	1631115470	0	1180	1180	1180
Wed Sep 08 17:37:44 2021	1631115464	0	1181	1181	1181
Wed Sep 08 17:37:44 2021	1631115464	0	1181	1181	1168
Wed Sep 08 17:37:41 2021	1631115461	0	1181	1181	1181
Wed Sep 08 17:37:40 2021	1631115460	0	1181	1181	1181
Wed Sep 08 17:37:55 2021	1631115475	0	1183	1183	1182
Wed Sep 08 17:37:55 2021	1631115475	0	1183	1183	1182
Wed Sep 08 17:37:55 2021	1631115475	0	1183	1183	1182
Wed Sep 08 17:37:40 2021	1631115460	0	1183	1183	1182
Wed Sep 08 17:37:52 2021	1631115472	0	1184	1184	1183
Wed Sep 08 17:37:48 2021	1631115468	0	1184	1184	1183
Wed Sep 08 17:37:44 2021	1631115464	0	1185	1185	1184
Wed Sep 08 17:37:45 2021	1631115465	0	1185	1186	1185
Wed Sep 08 17:37:41 2021	1631115461	0	1188	1188	1188
Wed Sep 08 17:37:46 2021	1631115466	0	1189	1189	1189
Wed Sep 08 17:37:42 2021	1631115462	1	1189	1190	1162
Wed Sep 08 17:37:50 2021	1631115470	0	1191	1191	1186
Wed Sep 08 17:37:51 2021	1631115471	0	1192	1193	1191
Wed Sep 08 17:37:41 2021	1631115461	0	1194	1194	1115
Wed Sep 08 17:37:55 2021	1631115475	0	1194	1194	1194
Wed Sep 08 17:37:52 2021	1631115472	0	1199	1199	1198
Wed Sep 08 17:37:40 2021	1631115460	0	1202	1202	1201
Wed Sep 08 17:37:39 2021	1631115459	0	1203	1203	1202
Wed Sep 08 17:37:53 2021	1631115473	0	1204	1204	1203
Wed Sep 08 17:37:38 2021	1631115458	6	1199	1205	986
Wed Sep 08 17:37:55 2021	1631115475	0	1211	1211	1211
Wed Sep 08 17:37:38 2021	1631115458	6	1205	1211	1204
Wed Sep 08 17:37:50 2021	1631115470	0	1212	1212	1212
Wed Sep 08 17:37:46 2021	1631115466	0	1213	1213	1213
Wed Sep 08 17:37:48 2021	1631115468	0	1213	1213	1213
Wed Sep 08 17:37:38 2021	1631115458	0	1214	1214	1213
Wed Sep 08 17:37:44 2021	1631115464	0	1215	1215	1215
Wed Sep 08 17:37:51 2021	1631115471	0	1218	1218	1217
Wed Sep 08 17:37:54 2021	1631115474	0	1220	1220	1219
Wed Sep 08 17:37:47 2021	1631115467	0	1220	1220	1219
Wed Sep 08 17:37:44 2021	1631115464	0	1222	1222	1222
Wed Sep 08 17:37:52 2021	1631115472	0	1223	1223	1222
Wed Sep 08 17:37:39 2021	1631115459	0	1223	1223	1219
Wed Sep 08 17:37:50 2021	1631115470	0	1225	1225	1225
Wed Sep 08 17:37:38 2021	1631115458	0	1225	1225	1224
Wed Sep 08 17:37:54 2021	1631115474	0	1226	1226	1225
Wed Sep 08 17:37:50 2021	1631115470	0	1226	1226	1225
Wed Sep 08 17:37:46 2021	1631115466	0	1228	1228	1226
Wed Sep 08 17:37:38 2021	1631115458	5	1226	1232	1225
Wed Sep 08 17:37:55 2021	1631115475	0	1233	1233	1232
Wed Sep 08 17:37:38 2021	1631115458	3	1230	1234	1229
Wed Sep 08 17:37:52 2021	1631115472	0	1235	1235	1234
Wed Sep 08 17:37:42 2021	1631115462	1	1236	1236	1235
Wed Sep 08 17:37:46 2021	1631115466	0	1236	1236	1236
Wed Sep 08 17:37:38 2021	1631115458	4	1232	1237	1232
Wed Sep 08 17:37:52 2021	1631115472	0	1237	1237	1236
Wed Sep 08 17:37:48 2021	1631115468	0	1238	1238	1237
Wed Sep 08 17:37:39 2021	1631115459	0	1239	1239	1238
Wed Sep 08 17:37:41 2021	1631115461	0	1239	1239	1238
Wed Sep 08 17:37:51 2021	1631115471	0	1240	1241	1239
Wed Sep 08 17:37:49 2021	1631115469	0	1240	1241	1240
Wed Sep 08 17:37:41 2021	1631115461	0	1241	1241	1240
Wed Sep 08 17:37:44 2021	1631115464	0	1241	1241	1241
Wed Sep 08 17:37:43 2021	1631115463	0	1242	1242	1241
Wed Sep 08 17:37:46 2021	1631115466	0	1242	1242	1241
Wed Sep 08 17:37:48 2021	1631115468	0	1242	1243	1242
Wed Sep 08 17:37:40 2021	1631115460	0	1243	1243	1242
Wed Sep 08 17:37:50 2021	1631115470	0	1243	1243	1242
Wed Sep 08 17:37:47 2021	1631115467	0	1243	1243	1242
Wed Sep 08 17:37:46 2021	1631115466	0	1243	1243	1242
Wed Sep 08 17:37:41 2021	1631115461	0	1244	1244	1243
Wed Sep 08 17:37:51 2021	1631115471	0	1244	1244	1243
Wed Sep 08 17:37:45 2021	1631115465	0	1244	1244	1244
Wed Sep 08 17:37:55 2021	1631115475	0	1246	1246	1245
Wed Sep 08 17:37:47 2021	1631115467	0	1246	1246	1243
Wed Sep 08 17:37:41 2021	1631115461	0	1247	1247	1246
Wed Sep 08 17:37:44 2021	1631115464	0	1249	1249	1248
Wed Sep 08 17:37:46 2021	1631115466	0	1250	1250	1237
Wed Sep 08 17:37:55 2021	1631115475	0	1250	1250	1224
Wed Sep 08 17:37:50 2021	1631115470	0	1250	1250	1245
Wed Sep 08 17:37:38 2021	1631115458	6	1245	1250	1244
Wed Sep 08 17:37:41 2021	1631115461	0	1251	1251	1251
Wed Sep 08 17:37:45 2021	1631115465	0	1255	1255	1255
Wed Sep 08 17:37:55 2021	1631115475	0	1256	1256	1255
Wed Sep 08 17:37:55 2021	1631115475	0	1256	1256	1256
Wed Sep 08 17:37:54 2021	1631115474	0	1256	1256	1256
Wed Sep 08 17:37:47 2021	1631115467	0	1258	1258	1258
Wed Sep 08 17:37:46 2021	1631115466	0	1259	1259	1259
Wed Sep 08 17:37:55 2021	1631115475	0	1260	1260	1241
Wed Sep 08 17:37:49 2021	1631115469	0	1261	1261	1260
Wed Sep 08 17:37:53 2021	1631115473	0	1262	1262	1261
Wed Sep 08 17:37:54 2021	1631115474	0	1262	1263	1262
Wed Sep 08 17:37:44 2021	1631115464	0	1263	1264	1263
Wed Sep 08 17:37:47 2021	1631115467	0	1265	1265	1265
Wed Sep 08 17:37:51 2021	1631115471	0	1265	1265	1265
Wed Sep 08 17:37:47 2021	1631115467	0	1266	1266	1265
Wed Sep 08 17:37:41 2021	1631115461	0	1266	1266	1173
Wed Sep 08 17:37:38 2021	1631115458	3	1263	1267	1262
Wed Sep 08 17:37:43 2021	1631115463	0	1270	1270	1269
Wed Sep 08 17:37:47 2021	1631115467	0	1270	1270	1269
Wed Sep 08 17:37:41 2021	1631115461	0	1271	1271	1050
Wed Sep 08 17:37:38 2021	1631115458	4	1268	1272	1267
Wed Sep 08 17:37:54 2021	1631115474	0	1272	1272	1271
Wed Sep 08 17:37:38 2021	1631115458	0	1276	1276	1275
Wed Sep 08 17:37:44 2021	1631115464	0	1276	1276	1275
Wed Sep 08 17:37:39 2021	1631115459	0	1276	1276	1276
Wed Sep 08 17:37:53 2021	1631115473	0	1278	1278	1211
Wed Sep 08 17:37:54 2021	1631115474	0	1280	1280	1279
Wed Sep 08 17:37:55 2021	1631115475	0	1281	1281	1277
Wed Sep 08 17:37:40 2021	1631115460	0	1281	1281	1279
Wed Sep 08 17:37:44 2021	1631115464	0	1282	1282	1282
Wed Sep 08 17:37:48 2021	1631115468	0	1283	1283	1282
Wed Sep 08 17:37:46 2021	1631115466	0	1284	1284	1283
Wed Sep 08 17:37:38 2021	1631115458	0	1285	1285	1284
Wed Sep 08 17:37:43 2021	1631115463	0	1286	1286	1286
Wed Sep 08 17:37:39 2021	1631115459	0	1288	1288	727
Wed Sep 08 17:37:46 2021	1631115466	0	1288	1288	1288
Wed Sep 08 17:37:47 2021	1631115467	0	1289	1289	1289
Wed Sep 08 17:37:50 2021	1631115470	0	1289	1290	1020
Wed Sep 08 17:37:52 2021	1631115472	0	1292	1292	1291
Wed Sep 08 17:37:48 2021	1631115468	0	1299	1299	1298
Wed Sep 08 17:37:48 2021	1631115468	0	1300	1300	1299
Wed Sep 08 17:37:50 2021	1631115470	0	1302	1302	1302
Wed Sep 08 17:37:44 2021	1631115464	0	1303	1303	1303
Wed Sep 08 17:37:41 2021	1631115461	0	1303	1304	1303
Wed Sep 08 17:37:41 2021	1631115461	0	1305	1305	1304
Wed Sep 08 17:37:41 2021	1631115461	0	1305	1305	1305
Wed Sep 08 17:37:49 2021	1631115469	0	1306	1306	1306
Wed Sep 08 17:37:52 2021	1631115472	0	1306	1306	1306
Wed Sep 08 17:37:47 2021	1631115467	0	1307	1307	1306
Wed Sep 08 17:37:44 2021	1631115464	0	1308	1308	1307
Wed Sep 08 17:37:49 2021	1631115469	0	1308	1309	1308
Wed Sep 08 17:37:53 2021	1631115473	0	1311	1311	1310
Wed Sep 08 17:37:51 2021	1631115471	0	1312	1312	1311
Wed Sep 08 17:37:49 2021	1631115469	0	1313	1313	1312
Wed Sep 08 17:37:51 2021	1631115471	0	1316	1317	1315
Wed Sep 08 17:37:55 2021	1631115475	0	1317	1317	1316
Wed Sep 08 17:37:55 2021	1631115475	0	1317	1317	1317
Wed Sep 08 17:37:38 2021	1631115458	4	1316	1320	1315
Wed Sep 08 17:37:38 2021	1631115458	0	1323	1323	1322
Wed Sep 08 17:37:44 2021	1631115464	0	1324	1324	1324
Wed Sep 08 17:37:38 2021	1631115458	0	1324	1324	1324
Wed Sep 08 17:37:50 2021	1631115470	0	1325	1325	1324
Wed Sep 08 17:37:45 2021	1631115465	0	1327	1327	1327
Wed Sep 08 17:37:54 2021	1631115474	0	1329	1330	918
Wed Sep 08 17:37:55 2021	1631115475	0	1330	1330	1329
Wed Sep 08 17:37:45 2021	1631115465	0	1331	1331	1330
Wed Sep 08 17:37:38 2021	1631115458	4	1330	1334	1329
Wed Sep 08 17:37:53 2021	1631115473	0	1336	1336	1333
Wed Sep 08 17:37:38 2021	1631115458	0	1336	1336	1335
Wed Sep 08 17:37:44 2021	1631115464	0	1339	1339	1338
Wed Sep 08 17:37:54 2021	1631115474	0	1340	1340	1340
Wed Sep 08 17:37:52 2021	1631115472	0	1341	1341	1340
Wed Sep 08 17:37:55 2021	1631115475	0	1341	1341	1340
Wed Sep 08 17:37:40 2021	1631115460	0	1342	1342	1342
Wed Sep 08 17:37:53 2021	1631115473	0	1345	1345	1344
Wed Sep 08 17:37:49 2021	1631115469	0	1345	1345	1345
Wed Sep 08 17:37:54 2021	1631115474	0	1347	1347	1346
Wed Sep 08 17:37:53 2021	1631115473	0	1347	1347	1346
Wed Sep 08 17:37:41 2021	1631115461	0	1348	1349	1348
Wed Sep 08 17:37:54 2021	1631115474	0	1353	1353	925
Wed Sep 08 17:37:41 2021	1631115461	0	1358	1358	1357
Wed Sep 08 17:37:52 2021	1631115472	0	1360	1360	998
Wed Sep 08 17:37:55 2021	1631115475	0	1360	1360	1359
Wed Sep 08 17:37:46 2021	1631115466	0	1362	1362	1361
Wed Sep 08 17:37:41 2021	1631115461	0	1363	1363	1362
Wed Sep 08 17:37:53 2021	1631115473	0	1364	1364	1363
Wed Sep 08 17:37:38 2021	1631115458	6	1359	1365	1358
Wed Sep 08 17:37:54 2021	1631115474	0	1365	1365	1364
Wed Sep 08 17:37:50 2021	1631115470	0	1365	1365	1092
Wed Sep 08 17:37:42 2021	1631115462	1	1366	1367	1366
Wed Sep 08 17:37:48 2021	1631115468	0	1370	1370	1369
Wed Sep 08 17:37:54 2021	1631115474	0	1371	1371	1370
Wed Sep 08 17:37:44 2021	1631115464	0	1372	1372	1371
Wed Sep 08 17:37:47 2021	1631115467	0	1372	1372	1371
Wed Sep 08 17:37:53 2021	1631115473	0	1374	1374	1360
Wed Sep 08 17:37:44 2021	1631115464	0	1374	1374	1374
Wed Sep 08 17:37:41 2021	1631115461	0	1375	1375	1217
Wed Sep 08 17:37:45 2021	1631115465	0	1376	1376	1376
Wed Sep 08 17:37:42 2021	1631115462	0	1377	1377	1376
Wed Sep 08 17:37:49 2021	1631115469	0	1377	1377	1376
Wed Sep 08 17:37:38 2021	1631115458	0	1378	1378	1377
Wed Sep 08 17:37:47 2021	1631115467	0	1380	1380	1380
Wed Sep 08 17:37:48 2021	1631115468	0	1383	1383	1382
Wed Sep 08 17:37:55 2021	1631115475	0	1385	1385	1384
Wed Sep 08 17:37:47 2021	1631115467	0	1387	1387	1386
Wed Sep 08 17:37:46 2021	1631115466	0	1389	1389	1388
Wed Sep 08 17:37:43 2021	1631115463	0	1389	1389	1388
Wed Sep 08 17:37:49 2021	1631115469	0	1389	1389	1388
Wed Sep 08 17:37:49 2021	1631115469	0	1392	1392	1392
Wed Sep 08 17:37:49 2021	1631115469	0	1393	1393	1392
Wed Sep 08 17:37:47 2021	1631115467	0	1399	1399	1398
Wed Sep 08 17:37:55 2021	1631115475	0	1400	1400	1399
Wed Sep 08 17:37:49 2021	1631115469	0	1400	1400	1400
Wed Sep 08 17:37:54 2021	1631115474	0	1400	1401	1400
Wed Sep 08 17:37:49 2021	1631115469	0	1402	1402	1401
Wed Sep 08 17:37:52 2021	1631115472	0	1402	1402	1402
Wed Sep 08 17:37:54 2021	1631115474	0	1403	1403	1403
Wed Sep 08 17:37:44 2021	1631115464	0	1404	1404	1404
Wed Sep 08 17:37:38 2021	1631115458	0	1405	1405	1339
Wed Sep 08 17:37:46 2021	1631115466	0	1407	1407	1406
Wed Sep 08 17:37:39 2021	1631115459	0	1412	1412	1306
Wed Sep 08 17:37:49 2021	1631115469	0	1412	1412	1411
Wed Sep 08 17:37:39 2021	1631115459	0	1412	1412	1412
Wed Sep 08 17:37:38 2021	1631115458	6	1408	1414	1407
Wed Sep 08 17:37:54 2021	1631115474	0	1419	1420	1419
Wed Sep 08 17:37:42 2021	1631115462	1	1419	1421	1419
Wed Sep 08 17:37:42 2021	1631115462	0	1421	1421	1421
Wed Sep 08 17:37:38 2021	1631115458	4	1418	1422	1418
Wed Sep 08 17:37:54 2021	1631115474	0	1424	1424	1423
Wed Sep 08 17:37:41 2021	1631115461	0	1425	1425	1424
Wed Sep 08 17:37:44 2021	1631115464	0	1426	1426	1426
Wed Sep 08 17:37:49 2021	1631115469	0	1426	1426	1426
Wed Sep 08 17:37:45 2021	1631115465	0	1427	1427	1426
Wed Sep 08 17:37:39 2021	1631115459	0	1429	1429	1410
Wed Sep 08 17:37:50 2021	1631115470	0	1429	1429	1428
Wed Sep 08 17:37:52 2021	1631115472	0	1430	1430	1429
Wed Sep 08 17:37:49 2021	1631115469	0	1430	1430	1430
Wed Sep 08 17:37:50 2021	1631115470	0	1431	1431	1430
Wed Sep 08 17:37:41 2021	1631115461	0	1432	1432	1431
Wed Sep 08 17:37:52 2021	1631115472	0	1432	1432	1431
Wed Sep 08 17:37:51 2021	1631115471	0	1432	1433	1432
Wed Sep 08 17:37:41 2021	1631115461	0	1435	1435	1312
Wed Sep 08 17:37:44 2021	1631115464	0	1436	1436	1435
Wed Sep 08 17:37:55 2021	1631115475	0	1437	1437	1436
Wed Sep 08 17:37:45 2021	1631115465	0	1440	1440	1389
Wed Sep 08 17:37:40 2021	1631115460	0	1441	1441	1440
Wed Sep 08 17:37:38 2021	1631115458	0	1441	1441	1440
Wed Sep 08 17:37:46 2021	1631115466	0	1441	1441	1441
Wed Sep 08 17:37:55 2021	1631115475	0	1443	1444	1443
Wed Sep 08 17:37:40 2021	1631115460	0	1445	1445	1444
Wed Sep 08 17:37:48 2021	1631115468	0	1446	1446	1445
Wed Sep 08 17:37:41 2021	1631115461	0	1446	1446	1444
Wed Sep 08 17:37:44 2021	1631115464	0	1446	1446	1445
Wed Sep 08 17:37:41 2021	1631115461	0	1448	1448	1447
Wed Sep 08 17:37:48 2021	1631115468	0	1450	1450	1449
Wed Sep 08 17:37:55 2021	1631115475	0	1450	1450	1449
Wed Sep 08 17:37:48 2021	1631115468	0	1450	1450	1449
Wed Sep 08 17:37:41 2021	1631115461	0	1450	1450	1450
Wed Sep 08 17:37:50 2021	1631115470	0	1452	1452	1452
Wed Sep 08 17:37:47 2021	1631115467	0	1453	1453	1452
Wed Sep 08 17:37:41 2021	1631115461	0	1454	1454	1454
Wed Sep 08 17:37:41 2021	1631115461	0	1456	1456	1456
Wed Sep 08 17:37:44 2021	1631115464	0	1457	1457	1392
Wed Sep 08 17:37:54 2021	1631115474	0	1458	1458	1458
Wed Sep 08 17:37:38 2021	1631115458	0	1459	1459	1458
Wed Sep 08 17:37:54 2021	1631115474	0	1460	1460	1459
Wed Sep 08 17:37:44 2021	1631115464	0	1460	1460	1459
Wed Sep 08 17:37:43 2021	1631115463	2	1459	1461	1458
Wed Sep 08 17:37:46 2021	1631115466	0	1464	1464	1463
Wed Sep 08 17:37:42 2021	1631115462	1	1465	1466	1464
Wed Sep 08 17:37:42 2021	1631115462	0	1469	1469	1468
Wed Sep 08 17:37:39 2021	1631115459	0	1469	1469	1468
Wed Sep 08 17:37:42 2021	1631115462	0	1469	1469	1469
Wed Sep 08 17:37:38 2021	1631115458	5	1464	1469	1464
Wed Sep 08 17:37:43 2021	1631115463	0	1470	1470	1318
Wed Sep 08 17:37:41 2021	1631115461	0	1470	1470	1470
Wed Sep 08 17:37:53 2021	1631115473	0	1471	1471	1470
Wed Sep 08 17:37:55 2021	1631115475	0	1473	1473	1472
Wed Sep 08 17:37:41 2021	1631115461	0	1474	1474	1473
Wed Sep 08 17:37:47 2021	1631115467	0	1475	1475	1475
Wed Sep 08 17:37:55 2021	1631115475	0	1481	1481	1479
Wed Sep 08 17:37:51 2021	1631115471	0	1483	1483	1483
Wed Sep 08 17:37:51 2021	1631115471	0	1484	1484	1483
Wed Sep 08 17:37:42 2021	1631115462	0	1486	1486	1485
Wed Sep 08 17:37:53 2021	1631115473	0	1488	1488	1488
Wed Sep 08 17:37:49 2021	1631115469	0	1490	1490	1489
Wed Sep 08 17:37:42 2021	1631115462	0	1490	1491	1490
Wed Sep 08 17:37:48 2021	1631115468	0	1493	1493	1493
Wed Sep 08 17:37:41 2021	1631115461	0	1494	1494	1416
Wed Sep 08 17:37:55 2021	1631115475	0	1496	1496	1495
Wed Sep 08 17:37:42 2021	1631115462	1	1498	1499	1497
Wed Sep 08 17:37:54 2021	1631115474	0	1499	1499	1498
Wed Sep 08 17:37:45 2021	1631115465	0	1500	1500	1499
Wed Sep 08 17:37:40 2021	1631115460	0	1501	1501	1500
Wed Sep 08 17:37:54 2021	1631115474	0	1502	1502	1500
Wed Sep 08 17:37:50 2021	1631115470	0	1505	1505	1504
Wed Sep 08 17:37:53 2021	1631115473	0	1505	1505	1505
Wed Sep 08 17:37:54 2021	1631115474	0	1506	1506	1500
Wed Sep 08 17:37:55 2021	1631115475	0	1508	1508	1508
Wed Sep 08 17:37:43 2021	1631115463	0	1509	1509	1508
Wed Sep 08 17:37:42 2021	1631115462	1	1508	1509	1507
Wed Sep 08 17:37:55 2021	1631115475	0	1510	1510	1509
Wed Sep 08 17:37:50 2021	1631115470	0	1512	1512	1511
Wed Sep 08 17:37:53 2021	1631115473	0	1512	1512	1511
Wed Sep 08 17:37:42 2021	1631115462	1	1510	1512	1510
Wed Sep 08 17:37:48 2021	1631115468	0	1512	1512	1511
Wed Sep 08 17:37:42 2021	1631115462	0	1514	1514	1513
Wed Sep 08 17:37:46 2021	1631115466	0	1515	1515	1515
Wed Sep 08 17:37:42 2021	1631115462	0	1518	1518	1310
Wed Sep 08 17:37:53 2021	1631115473	0	1518	1518	1501
Wed Sep 08 17:37:41 2021	1631115461	0	1520	1520	1519
Wed Sep 08 17:37:39 2021	1631115459	0	1520	1520	1520
Wed Sep 08 17:37:41 2021	1631115461	0	1524	1524	1426
Wed Sep 08 17:37:53 2021	1631115473	0	1524	1525	1524
Wed Sep 08 17:37:55 2021	1631115475	0	1532	1532	1531
Wed Sep 08 17:37:38 2021	1631115458	5	1527	1533	1527
Wed Sep 08 17:37:50 2021	1631115470	0	1540	1540	1539
Wed Sep 08 17:37:38 2021	1631115458	6	1536	1542	1536
Wed Sep 08 17:37:41 2021	1631115461	0	1550	1550	1410
Wed Sep 08 17:37:44 2021	1631115464	0	1551	1551	1550
Wed Sep 08 17:37:44 2021	1631115464	0	1551	1551	1550
Wed Sep 08 17:37:48 2021	1631115468	0	1552	1552	1552
Wed Sep 08 17:37:44 2021	1631115464	0	1553	1553	1378
Wed Sep 08 17:37:42 2021	1631115462	1	1554	1555	1553
Wed Sep 08 17:37:48 2021	1631115468	0	1557	1557	1526
Wed Sep 08 17:37:45 2021	1631115465	0	1559	1559	1558
Wed Sep 08 17:37:39 2021	1631115459	0	1560	1560	1559
Wed Sep 08 17:37:44 2021	1631115464	0	1561	1561	1560
Wed Sep 08 17:37:48 2021	1631115468	0	1564	1564	1562
Wed Sep 08 17:37:41 2021	1631115461	0	1566	1566	1565
Wed Sep 08 17:37:51 2021	1631115471	0	1566	1566	1566
Wed Sep 08 17:37:49 2021	1631115469	0	1567	1567	1567
Wed Sep 08 17:37:48 2021	1631115468	0	1571	1571	1571
Wed Sep 08 17:37:40 2021	1631115460	0	1572	1572	1571
Wed Sep 08 17:37:38 2021	1631115458	6	1566	1573	1565
Wed Sep 08 17:37:45 2021	1631115465	0	1575	1575	1376
Wed Sep 08 17:37:39 2021	1631115459	0	1577	1577	1528
Wed Sep 08 17:37:46 2021	1631115466	0	1578	1578	1577
Wed Sep 08 17:37:55 2021	1631115475	0	1579	1579	1578
Wed Sep 08 17:37:54 2021	1631115474	0	1581	1581	1580
Wed Sep 08 17:37:41 2021	1631115461	0	1581	1581	1581
Wed Sep 08 17:37:51 2021	1631115471	0	1583	1583	1582
Wed Sep 08 17:37:46 2021	1631115466	0	1588	1588	1587
Wed Sep 08 17:37:44 2021	1631115464	0	1588	1588	1587
Wed Sep 08 17:37:42 2021	1631115462	0	1590	1590	1589
Wed Sep 08 17:37:42 2021	1631115462	0	1590	1590	1469
Wed Sep 08 17:37:51 2021	1631115471	0	1592	1592	1592
Wed Sep 08 17:37:53 2021	1631115473	0	1597	1597	1505
Wed Sep 08 17:37:42 2021	1631115462	0	1597	1597	1597
Wed Sep 08 17:37:48 2021	1631115468	0	1604	1604	1603
Wed Sep 08 17:37:52 2021	1631115472	0	1609	1609	1609
Wed Sep 08 17:37:55 2021	1631115475	0	1609	1609	1609
Wed Sep 08 17:37:48 2021	1631115468	0	1611	1611	1610
Wed Sep 08 17:37:53 2021	1631115473	0	1612	1612	1612
Wed Sep 08 17:37:42 2021	1631115462	1	1612	1614	1611
Wed Sep 08 17:37:53 2021	1631115473	0	1615	1615	1614
Wed Sep 08 17:37:46 2021	1631115466	0	1616	1616	1615
Wed Sep 08 17:37:46 2021	1631115466	0	1618	1618	1618
Wed Sep 08 17:37:49 2021	1631115469	0	1619	1619	1618
Wed Sep 08 17:37:51 2021	1631115471	0	1625	1625	1624
Wed Sep 08 17:37:46 2021	1631115466	0	1625	1625	1625
Wed Sep 08 17:37:46 2021	1631115466	0	1630	1630	1630
Wed Sep 08 17:37:53 2021	1631115473	0	1631	1632	1631
Wed Sep 08 17:37:48 2021	1631115468	0	1632	1632	1631
Wed Sep 08 17:37:41 2021	1631115461	0	1635	1635	1634
Wed Sep 08 17:37:43 2021	1631115463	0	1636	1636	1598
Wed Sep 08 17:37:53 2021	1631115473	0	1638	1638	1637
Wed Sep 08 17:37:49 2021	1631115469	0	1639	1639	1639
Wed Sep 08 17:37:46 2021	1631115466	0	1639	1639	1639
Wed Sep 08 17:37:50 2021	1631115470	0	1644	1644	1390
Wed Sep 08 17:37:40 2021	1631115460	0	1644	1644	1643
Wed Sep 08 17:37:41 2021	1631115461	0	1644	1644	1324
Wed Sep 08 17:37:38 2021	1631115458	0	1648	1648	1350
Wed Sep 08 17:37:45 2021	1631115465	0	1648	1648	1647
Wed Sep 08 17:37:41 2021	1631115461	0	1649	1649	1648
Wed Sep 08 17:37:49 2021	1631115469	0	1651	1651	1651
Wed Sep 08 17:37:43 2021	1631115463	0	1652	1652	1651
Wed Sep 08 17:37:49 2021	1631115469	0	1655	1655	1655
Wed Sep 08 17:37:55 2021	1631115475	0	1656	1656	1656
Wed Sep 08 17:37:52 2021	1631115472	0	1657	1657	1656
Wed Sep 08 17:37:39 2021	1631115459	0	1658	1658	1657
Wed Sep 08 17:37:53 2021	1631115473	0	1660	1660	1659
Wed Sep 08 17:37:44 2021	1631115464	0	1666	1666	1665
Wed Sep 08 17:37:53 2021	1631115473	0	1668	1668	1668
Wed Sep 08 17:37:46 2021	1631115466	0	1668	1668	1668
Wed Sep 08 17:37:44 2021	1631115464	0	1671	1671	1670
Wed Sep 08 17:37:49 2021	1631115469	0	1671	1671	1670
Wed Sep 08 17:37:40 2021	1631115460	0	1673	1673	1672
Wed Sep 08 17:37:55 2021	1631115475	0	1673	1673	1672
Wed Sep 08 17:37:41 2021	1631115461	0	1679	1679	1679
Wed Sep 08 17:37:47 2021	1631115467	0	1680	1680	1680
Wed Sep 08 17:37:53 2021	1631115473	0	1687	1687	1687
Wed Sep 08 17:37:48 2021	1631115468	14	1674	1688	1673
Wed Sep 08 17:37:46 2021	1631115466	0	1693	1693	1693
Wed Sep 08 17:37:48 2021	1631115468	0	1696	1696	1696
Wed Sep 08 17:37:42 2021	1631115462	1	1697	1698	1696
Wed Sep 08 17:37:54 2021	1631115474	0	1699	1699	1698
Wed Sep 08 17:37:38 2021	1631115458	3	1698	1701	1697
Wed Sep 08 17:37:52 2021	1631115472	0	1706	1707	1706
Wed Sep 08 17:37:40 2021	1631115460	0	1708	1708	1707
Wed Sep 08 17:37:45 2021	1631115465	0	1710	1710	1710
Wed Sep 08 17:37:42 2021	1631115462	0	1711	1711	1710
Wed Sep 08 17:37:49 2021	1631115469	0	1711	1711	1710
Wed Sep 08 17:37:40 2021	1631115460	0	1712	1712	1711
Wed Sep 08 17:37:55 2021	1631115475	0	1714	1714	1714
Wed Sep 08 17:37:49 2021	1631115469	0	1715	1715	1714
Wed Sep 08 17:37:42 2021	1631115462	0	1719	1719	1718
Wed Sep 08 17:37:38 2021	1631115458	6	1714	1720	1714
Wed Sep 08 17:37:53 2021	1631115473	0	1727	1727	1322
Wed Sep 08 17:37:51 2021	1631115471	0	1729	1729	1728
Wed Sep 08 17:37:46 2021	1631115466	0	1732	1732	1731
Wed Sep 08 17:37:44 2021	1631115464	0	1734	1735	1705
Wed Sep 08 17:37:53 2021	1631115473	0	1736	1736	1736
Wed Sep 08 17:37:49 2021	1631115469	0	1737	1737	1737
Wed Sep 08 17:37:49 2021	1631115469	0	1740	1740	1740
Wed Sep 08 17:37:44 2021	1631115464	0	1741	1741	1405
Wed Sep 08 17:37:55 2021	1631115475	0	1741	1741	1741
Wed Sep 08 17:37:44 2021	1631115464	0	1742	1742	1450
Wed Sep 08 17:37:38 2021	1631115458	6	1738	1744	1738
Wed Sep 08 17:37:38 2021	1631115458	4	1748	1751	1747
Wed Sep 08 17:37:49 2021	1631115469	0	1752	1752	1658
Wed Sep 08 17:37:39 2021	1631115459	0	1759	1760	1759
Wed Sep 08 17:37:54 2021	1631115474	0	1761	1761	1760
Wed Sep 08 17:37:44 2021	1631115464	0	1762	1762	1761
Wed Sep 08 17:37:45 2021	1631115465	0	1768	1768	1767
Wed Sep 08 17:37:44 2021	1631115464	0	1771	1771	1771
Wed Sep 08 17:37:55 2021	1631115475	0	1781	1781	1780
Wed Sep 08 17:37:46 2021	1631115466	0	1785	1785	1783
Wed Sep 08 17:37:53 2021	1631115473	0	1785	1785	1432
Wed Sep 08 17:37:49 2021	1631115469	0	1786	1786	1786
Wed Sep 08 17:37:41 2021	1631115461	0	1787	1787	1718
Wed Sep 08 17:37:54 2021	1631115474	0	1788	1788	1788
Wed Sep 08 17:37:54 2021	1631115474	0	1794	1795	1625
Wed Sep 08 17:37:40 2021	1631115460	0	1796	1796	1796
Wed Sep 08 17:37:44 2021	1631115464	0	1797	1797	1796
